uniprot_accession_number	hgnc_id	target_symbol	host	isotype	clonality	clone_id	vendor	catalog_number	lot_number	recombinant	concentration_value	dilution_factor	conjugate	rrid	method	tissue_preservation	cycle_number	fluorescent_reporter	protocol_doi	manuscript_doi	author_orcids	vendor_affiliation	organ	organ_uberon_id	antigen_retrieval	omap_id	avr_pdf_filename	metadata_schema_id
P04637	HGNC:11998	PDCD1	Mouse	IgG2b	monoclonal	DO-7	Dako	M7001	20082640	No	2.5		Cy5	AB_2206626	Cell DIVE	FFPE	10		https://dx.doi.org/10.17504/protocols.io.bqjimuke	https://doi.org/10.1101/2022.03.30.486438	0000-0001-7524-8260	Dako	skin	UBERON:0002097	6		p53_AVR.pdf	677908ff-24b6-4585-a324-c1d71284b5d0
