uniprot_accession_number,HGNC_ID,target_symbol,host,cell_line,cell_line_ontology_id,isotype,clonality,clone_id,vendor,catalog_number,lot_number,recombinant,concentration_value,dilution_factor,conjugate,rrid,method,tissue_preservation,cycle_number,fluorescent_reporter,protocol_doi,manuscript_doi,author_orcids,vendor_affiliation,organ,organ_uberon_id,antigen_retrieval,omap_id,avr_pdf_filename
P04637,HGNC:11998,Cellular tumor antigen p53,Mouse,A20,CLO_0002516,IgG2b,Monoclonal,DO-7,Dako,M7001,20082640,N,2.5,,Cy5,AB_2206626,Cell DIVE,FFPE,10,,dx.doi.org/10.17504/protocols.io.bqjimuke       ,doi.org/10.1101/2022.03.30.486438,0000-0001-7524-8260,,skin,UBERON:0002097,"6, 9",,p53_AVR.pdf
